name,city,area,avgrating,totalratingsstring,cuisines,costfortwostrings,deliverytime,veg,address,diet,price_level,rag_text
Acs Chinese Flavour,Kolkata,Taltala,4,500+ ratings,['Chinese'],₹300 FOR TWO,45.0,False,8 Eliot Road Taltala Kolkata West Bengal India,Non-Veg,Medium,Restaurant: Acs Chinese Flavour. Area: Taltala. Cuisine: ['Chinese']. Budget: Medium. Rating: 4. Reviews: 500+ ratings. Diet: Non-Veg. Delivery: 45.0 mins. Address: 8 Eliot Road Taltala Kolkata West Bengal India.
Mughal Arsalan Biryani,Kolkata,College Square,4,5000+ ratings,['Indian' 'Biryani'],₹200 FOR TWO,31.0,False,112 b mahatma gandhi road,Non-Veg,Low,Restaurant: Mughal Arsalan Biryani. Area: College Square. Cuisine: ['Indian' 'Biryani']. Budget: Low. Rating: 4. Reviews: 5000+ ratings. Diet: Non-Veg. Delivery: 31.0 mins. Address: 112 b mahatma gandhi road.
NEW ARSALAAN'S KITCHEN,Kolkata,Burrabazar,--,Too Few Ratings,['Indian' 'Snacks'],₹100 FOR TWO,37.0,False,5/H/14 Achambit Shah Road,Non-Veg,Low,Restaurant: NEW ARSALAAN'S KITCHEN. Area: Burrabazar. Cuisine: ['Indian' 'Snacks']. Budget: Low. Rating: --. Reviews: Too Few Ratings. Diet: Non-Veg. Delivery: 37.0 mins. Address: 5/H/14 Achambit Shah Road.
Silver Spoon,Kolkata,Taltala,3.9,100+ ratings,['Chinese' 'Tibetan'],₹400 FOR TWO,52.0,False,35/1A McLeod Street  Kolkata 700017,Non-Veg,Medium,Restaurant: Silver Spoon. Area: Taltala. Cuisine: ['Chinese' 'Tibetan']. Budget: Medium. Rating: 3.9. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 52.0 mins. Address: 35/1A McLeod Street  Kolkata 700017.
MAHAL RESTAURANT,Kolkata,Burrabazar,--,Too Few Ratings,['Bengali' 'Indian'],₹200 FOR TWO,41.0,False,6/3 RAMANATH MAZUMDER STREET WARD NO-40 KOLKATA 700009,Non-Veg,Low,Restaurant: MAHAL RESTAURANT. Area: Burrabazar. Cuisine: ['Bengali' 'Indian']. Budget: Low. Rating: --. Reviews: Too Few Ratings. Diet: Non-Veg. Delivery: 41.0 mins. Address: 6/3 RAMANATH MAZUMDER STREET WARD NO-40 KOLKATA 700009.
Bindass Food Plaza,Kolkata,College Square,4.5,20+ ratings,['Indian' 'Chinese' 'Tandoor'],₹200 FOR TWO,36.0,False,18 College Street College Street Kolkata,Non-Veg,Low,Restaurant: Bindass Food Plaza. Area: College Square. Cuisine: ['Indian' 'Chinese' 'Tandoor']. Budget: Low. Rating: 4.5. Reviews: 20+ ratings. Diet: Non-Veg. Delivery: 36.0 mins. Address: 18 College Street College Street Kolkata.
New Noodle King,Kolkata,Taltala,4,100+ ratings,['Chinese' 'Seafood'],₹300 FOR TWO,53.0,False,51RAFI AHMED KIDWAI ROADKOLKATA-700016,Non-Veg,Medium,Restaurant: New Noodle King. Area: Taltala. Cuisine: ['Chinese' 'Seafood']. Budget: Medium. Rating: 4. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 53.0 mins. Address: 51RAFI AHMED KIDWAI ROADKOLKATA-700016.
Royal Indian Hotel,Kolkata,Barabazar Market,4.3,1000+ ratings,['North Indian' 'Biryani' 'Mughlai'],₹450 FOR TWO,36.0,False,147 Rabindra Sarani Bara Bazar Kolkata,Non-Veg,Medium,Restaurant: Royal Indian Hotel. Area: Barabazar Market. Cuisine: ['North Indian' 'Biryani' 'Mughlai']. Budget: Medium. Rating: 4.3. Reviews: 1000+ ratings. Diet: Non-Veg. Delivery: 36.0 mins. Address: 147 Rabindra Sarani Bara Bazar Kolkata.
Mio Amore - The Cake Shop,Kolkata,Tiretti,4.6,100+ ratings,['Desserts' 'Bakery' 'Snacks'],₹150 FOR TWO,35.0,False,83 CHITTARANJAN AVENUE  KOLKATA 700073 NEAR CENTRAL METRO STATION GATE NUMBER 5,Non-Veg,Low,Restaurant: Mio Amore - The Cake Shop. Area: Tiretti. Cuisine: ['Desserts' 'Bakery' 'Snacks']. Budget: Low. Rating: 4.6. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 35.0 mins. Address: 83 CHITTARANJAN AVENUE  KOLKATA 700073 NEAR CENTRAL METRO STATION GATE NUMBER 5.
Caafe 360 Degree- Kakurgachi,Kolkata,Kankurgachi,3.9,100+ ratings,['Italian' 'Chinese'],₹500 FOR TWO,59.0,False,P148/A C.I.T. Road Kankurgachi Kolkata,Non-Veg,Medium,Restaurant: Caafe 360 Degree- Kakurgachi. Area: Kankurgachi. Cuisine: ['Italian' 'Chinese']. Budget: Medium. Rating: 3.9. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 59.0 mins. Address: P148/A C.I.T. Road Kankurgachi Kolkata.
Kwality Walls Frozen Dessert and Ice Cream Shop,Kolkata,Central Kolkata,--,Too Few Ratings,['Ice Cream'],₹300 FOR TWO,45.0,False,LAXMI SHAW AND SONS: 113/H/12 BEPIN BEHARI GANGULY STREET BOROUGH-V KOLKATA(W.B)-700012,Non-Veg,Medium,Restaurant: Kwality Walls Frozen Dessert and Ice Cream Shop. Area: Central Kolkata. Cuisine: ['Ice Cream']. Budget: Medium. Rating: --. Reviews: Too Few Ratings. Diet: Non-Veg. Delivery: 45.0 mins. Address: LAXMI SHAW AND SONS: 113/H/12 BEPIN BEHARI GANGULY STREET BOROUGH-V KOLKATA(W.B)-700012.
Monginis,Kolkata,Esplanade,4.2,20+ ratings,['Desserts' 'Bakery'],₹300 FOR TWO,36.0,False,131 Chittaranjan Avenue Kolkata 700073 (M.G.Road / C.R.Avenue Crossing),Non-Veg,Medium,Restaurant: Monginis. Area: Esplanade. Cuisine: ['Desserts' 'Bakery']. Budget: Medium. Rating: 4.2. Reviews: 20+ ratings. Diet: Non-Veg. Delivery: 36.0 mins. Address: 131 Chittaranjan Avenue Kolkata 700073 (M.G.Road / C.R.Avenue Crossing).
Don Giovanni's,Kolkata,Taltala,4.2,100+ ratings,['North Indian' 'Chinese' 'Italian' 'Pizzas' 'Thai'],₹1300 FOR TWO,62.0,False,57 A Park Street Area Kolkata,Non-Veg,Low,Restaurant: Don Giovanni's. Area: Taltala. Cuisine: ['North Indian' 'Chinese' 'Italian' 'Pizzas' 'Thai']. Budget: Low. Rating: 4.2. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 62.0 mins. Address: 57 A Park Street Area Kolkata.
Star Zoya Biryani,Kolkata,Bowbazar,3.8,20+ ratings,['Biryani'],₹200 FOR TWO,36.0,False,58/1 Nirmal Chandra Street  ground floor kolkata 700012,Non-Veg,Low,Restaurant: Star Zoya Biryani. Area: Bowbazar. Cuisine: ['Biryani']. Budget: Low. Rating: 3.8. Reviews: 20+ ratings. Diet: Non-Veg. Delivery: 36.0 mins. Address: 58/1 Nirmal Chandra Street  ground floor kolkata 700012.
Zam Zam Restaurant,Kolkata,Entally,4.4,1000+ ratings,['Mughlai' 'Biryani'],₹200 FOR TWO,46.0,False,9/1 Noor Ali Avenue Entally Park Circus Area Kolkata,Non-Veg,Low,Restaurant: Zam Zam Restaurant. Area: Entally. Cuisine: ['Mughlai' 'Biryani']. Budget: Low. Rating: 4.4. Reviews: 1000+ ratings. Diet: Non-Veg. Delivery: 46.0 mins. Address: 9/1 Noor Ali Avenue Entally Park Circus Area Kolkata.
Moti Mahal Delux,Kolkata,Park Street Area,4.3,100+ ratings,['Indian' 'Seafood' 'Chinese' 'North Indian' 'Bengali'],₹700 FOR TWO,54.0,False,24PARK STREET 6TH FLOORKOLKATA-700016WARD-063BR-VII KOLKATA MUNICIPAL CORPORATION Kolkata West Bengal 700016,Non-Veg,High,Restaurant: Moti Mahal Delux. Area: Park Street Area. Cuisine: ['Indian' 'Seafood' 'Chinese' 'North Indian' 'Bengali']. Budget: High. Rating: 4.3. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 54.0 mins. Address: 24PARK STREET 6TH FLOORKOLKATA-700016WARD-063BR-VII KOLKATA MUNICIPAL CORPORATION Kolkata West Bengal 700016.
New Paul Dhaba,Kolkata,Maniktala,3.9,1000+ ratings,['North Indian' 'Chinese'],₹400 FOR TWO,42.0,False,169 Vivekananda RoadManiktala Kolkata,Non-Veg,Medium,Restaurant: New Paul Dhaba. Area: Maniktala. Cuisine: ['North Indian' 'Chinese']. Budget: Medium. Rating: 3.9. Reviews: 1000+ ratings. Diet: Non-Veg. Delivery: 42.0 mins. Address: 169 Vivekananda RoadManiktala Kolkata.
D' LEY CHINESE FAST FOOD,Kolkata,Central Kolkata,--,Too Few Ratings,['Chinese' 'Seafood' 'Beverages'],₹300 FOR TWO,44.0,False,16BLACKBURN LANE WARD NO-43BOROUGH-VKOLKATA MUNICIPAL CORPORATION Kolkata West Bengal-700073,Non-Veg,Medium,Restaurant: D' LEY CHINESE FAST FOOD. Area: Central Kolkata. Cuisine: ['Chinese' 'Seafood' 'Beverages']. Budget: Medium. Rating: --. Reviews: Too Few Ratings. Diet: Non-Veg. Delivery: 44.0 mins. Address: 16BLACKBURN LANE WARD NO-43BOROUGH-VKOLKATA MUNICIPAL CORPORATION Kolkata West Bengal-700073.
Arhaam Rasoi,Kolkata,Park Street Area,4.1,100+ ratings,['Indian' 'Biryani' 'Chinese'],₹250 FOR TWO,62.0,False,Hotel Crestwood 7 Point Mrigendralal Mitter Road near Park Circus Mallik Bazar Mullick Bazar Park Street area Kolkata West Bengal India,Non-Veg,Low,Restaurant: Arhaam Rasoi. Area: Park Street Area. Cuisine: ['Indian' 'Biryani' 'Chinese']. Budget: Low. Rating: 4.1. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 62.0 mins. Address: Hotel Crestwood 7 Point Mrigendralal Mitter Road near Park Circus Mallik Bazar Mullick Bazar Park Street area Kolkata West Bengal India.
D'Ley Chinese Restaurant,Kolkata,Tiretti,4.5,500+ ratings,['Chinese'],₹300 FOR TWO,44.0,False,16 Black Burn Lane College Street Kolkata,Non-Veg,Medium,Restaurant: D'Ley Chinese Restaurant. Area: Tiretti. Cuisine: ['Chinese']. Budget: Medium. Rating: 4.5. Reviews: 500+ ratings. Diet: Non-Veg. Delivery: 44.0 mins. Address: 16 Black Burn Lane College Street Kolkata.
Sufi Palace,Kolkata,College Street,4.4,100+ ratings,['Mughlai' 'North Indian' 'Chinese'],₹250 FOR TWO,39.0,False,113 Mahatma Gandhi Road College Street Kolkata,Non-Veg,Low,Restaurant: Sufi Palace. Area: College Street. Cuisine: ['Mughlai' 'North Indian' 'Chinese']. Budget: Low. Rating: 4.4. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 39.0 mins. Address: 113 Mahatma Gandhi Road College Street Kolkata.
Fabcafe By Fabindia,Kolkata,Park Street Area,4.4,100+ ratings,['Indian' 'Continental' 'Healthy Food' 'Beverages' 'Desserts' 'Snacks' 'North Indian'],₹1000 FOR TWO,58.0,False,1st Floor 7 DR. U.N. Brahmachari streetKolkata WB- 700017,Non-Veg,Low,Restaurant: Fabcafe By Fabindia. Area: Park Street Area. Cuisine: ['Indian' 'Continental' 'Healthy Food' 'Beverages' 'Desserts' 'Snacks' 'North Indian']. Budget: Low. Rating: 4.4. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 58.0 mins. Address: 1st Floor 7 DR. U.N. Brahmachari streetKolkata WB- 700017.
Pizza Kingz,Kolkata,Burrabazar,--,Too Few Ratings,['Pizzas' 'Juices' 'Fast Food'],₹250 FOR TWO,40.0,False,73A MAULANA SHAWKAT ALI STREET   KOLKATA WARD NO. 43 BOROUGH- V  KOLKATA MUNICIPAL CORPORATION  Kolkata West Bengal - 700073,Non-Veg,Low,Restaurant: Pizza Kingz. Area: Burrabazar. Cuisine: ['Pizzas' 'Juices' 'Fast Food']. Budget: Low. Rating: --. Reviews: Too Few Ratings. Diet: Non-Veg. Delivery: 40.0 mins. Address: 73A MAULANA SHAWKAT ALI STREET   KOLKATA WARD NO. 43 BOROUGH- V  KOLKATA MUNICIPAL CORPORATION  Kolkata West Bengal - 700073.
Royal Spoon,Kolkata,Machuabazar,4.1,1000+ ratings,['Chinese'],₹100 FOR TWO,43.0,False,185 Bidhan Sarani Hatibagan Kolkata,Non-Veg,Low,Restaurant: Royal Spoon. Area: Machuabazar. Cuisine: ['Chinese']. Budget: Low. Rating: 4.1. Reviews: 1000+ ratings. Diet: Non-Veg. Delivery: 43.0 mins. Address: 185 Bidhan Sarani Hatibagan Kolkata.
Nice Fried Chicken,Kolkata,Barabazar Market,--,Too Few Ratings,['Chinese'],₹250 FOR TWO,50.0,False,5 KANAL SEAL STREET KOLKATA MUNCIPAL CORPORATION WEST BENGAL-700073,Non-Veg,Low,Restaurant: Nice Fried Chicken. Area: Barabazar Market. Cuisine: ['Chinese']. Budget: Low. Rating: --. Reviews: Too Few Ratings. Diet: Non-Veg. Delivery: 50.0 mins. Address: 5 KANAL SEAL STREET KOLKATA MUNCIPAL CORPORATION WEST BENGAL-700073.
Ayan fast food center,Kolkata,Tiretti,3.6,20+ ratings,['Indian'],₹200 FOR TWO,51.0,False,P 18 New CIT Road Near Tiretti Bazar Dalhousie BBD Bagh Kolkata,Non-Veg,Low,Restaurant: Ayan fast food center. Area: Tiretti. Cuisine: ['Indian']. Budget: Low. Rating: 3.6. Reviews: 20+ ratings. Diet: Non-Veg. Delivery: 51.0 mins. Address: P 18 New CIT Road Near Tiretti Bazar Dalhousie BBD Bagh Kolkata.
The 6 Russell Street,Kolkata,Park Street Area,3.8,500+ ratings,['Street Food' 'Chinese'],₹300 FOR TWO,54.0,False,6 Russel Street Kolkata-700071,Non-Veg,Medium,Restaurant: The 6 Russell Street. Area: Park Street Area. Cuisine: ['Street Food' 'Chinese']. Budget: Medium. Rating: 3.8. Reviews: 500+ ratings. Diet: Non-Veg. Delivery: 54.0 mins. Address: 6 Russel Street Kolkata-700071.
The Central Grub Club,Kolkata,Bentinck St.,4.4,50+ ratings,['Chinese' 'Thai'],₹400 FOR TWO,38.0,False,41C.R. Avenue Kolkata,Non-Veg,Medium,Restaurant: The Central Grub Club. Area: Bentinck St.. Cuisine: ['Chinese' 'Thai']. Budget: Medium. Rating: 4.4. Reviews: 50+ ratings. Diet: Non-Veg. Delivery: 38.0 mins. Address: 41C.R. Avenue Kolkata.
Masala Wok Bar & Kitchen,Kolkata,Bowbazar,--,Too Few Ratings,['Indian' 'Chinese'],₹600 FOR TWO,45.0,False,1st Floor Hind Cinema 76 Ganesh Chandra Avenue Chandni Chowk Kolkata,Non-Veg,High,Restaurant: Masala Wok Bar & Kitchen. Area: Bowbazar. Cuisine: ['Indian' 'Chinese']. Budget: High. Rating: --. Reviews: Too Few Ratings. Diet: Non-Veg. Delivery: 45.0 mins. Address: 1st Floor Hind Cinema 76 Ganesh Chandra Avenue Chandni Chowk Kolkata.
Jay Ambe Bhojanalaya,Kolkata,Jorasanko,3.9,100+ ratings,['North Indian'],₹200 FOR TWO,45.0,True,1 B Madan Mohan Burman Street Kol- 7,Veg,Low,Restaurant: Jay Ambe Bhojanalaya. Area: Jorasanko. Cuisine: ['North Indian']. Budget: Low. Rating: 3.9. Reviews: 100+ ratings. Diet: Veg. Delivery: 45.0 mins. Address: 1 B Madan Mohan Burman Street Kol- 7.
Red Chillies,Kolkata,Kolkata,4.2,500+ ratings,['Chinese'],₹250 FOR TWO,38.0,False,128AJC Bose RoadKolkata-700014,Non-Veg,Low,Restaurant: Red Chillies. Area: Kolkata. Cuisine: ['Chinese']. Budget: Low. Rating: 4.2. Reviews: 500+ ratings. Diet: Non-Veg. Delivery: 38.0 mins. Address: 128AJC Bose RoadKolkata-700014.
GUPTA TEA,Kolkata,Salt Lake,4.2,500+ ratings,['Snacks' 'Beverages' 'Indian'],₹150 FOR TWO,39.0,True,Shop No 70 Acharya Prafulla Chandra Rd Entally Kolkata West Bengal 700009 India,Veg,Low,Restaurant: GUPTA TEA. Area: Salt Lake. Cuisine: ['Snacks' 'Beverages' 'Indian']. Budget: Low. Rating: 4.2. Reviews: 500+ ratings. Diet: Veg. Delivery: 39.0 mins. Address: Shop No 70 Acharya Prafulla Chandra Rd Entally Kolkata West Bengal 700009 India.
The London Shakes And Cafe,Kolkata,Kankurgachi,4.1,50+ ratings,['Fast Food' 'Beverages' 'Italian' 'Pizzas' 'Desserts' 'Snacks'],₹300 FOR TWO,40.0,True,P-9 CIT road scheme-6m Swami swarupananda sarani Kolkata West Bengal 700054,Veg,Medium,Restaurant: The London Shakes And Cafe. Area: Kankurgachi. Cuisine: ['Fast Food' 'Beverages' 'Italian' 'Pizzas' 'Desserts' 'Snacks']. Budget: Medium. Rating: 4.1. Reviews: 50+ ratings. Diet: Veg. Delivery: 40.0 mins. Address: P-9 CIT road scheme-6m Swami swarupananda sarani Kolkata West Bengal 700054.
Gourmet Ice Cream Cakes by Baskin Robbins,Kolkata,Kankurgachi,--,Too Few Ratings,['Desserts' 'Ice Cream' 'Bakery'],₹400 FOR TWO,40.0,True,P-69-2 P-69-2 Suren Sarkar Rd Subhas Sarobar Park Sura Beleghata Kolkata West Bengal 743270 India,Veg,Medium,Restaurant: Gourmet Ice Cream Cakes by Baskin Robbins. Area: Kankurgachi. Cuisine: ['Desserts' 'Ice Cream' 'Bakery']. Budget: Medium. Rating: --. Reviews: Too Few Ratings. Diet: Veg. Delivery: 40.0 mins. Address: P-69-2 P-69-2 Suren Sarkar Rd Subhas Sarobar Park Sura Beleghata Kolkata West Bengal 743270 India.
Pabrai's Fresh And Naturelle IceCream,Kolkata,Girish Park,4.9,20+ ratings,['Ice Cream' 'Beverages' 'Desserts'],₹300 FOR TWO,37.0,False,64 Vivekananda RoadGirish Park Kolkata-700006,Non-Veg,Medium,Restaurant: Pabrai's Fresh And Naturelle IceCream. Area: Girish Park. Cuisine: ['Ice Cream' 'Beverages' 'Desserts']. Budget: Medium. Rating: 4.9. Reviews: 20+ ratings. Diet: Non-Veg. Delivery: 37.0 mins. Address: 64 Vivekananda RoadGirish Park Kolkata-700006.
NIC Natural Ice Creams,Kolkata,Hatibagan,4.8,500+ ratings,['Ice Cream' 'Desserts'],₹120 FOR TWO,37.0,True,Nic Natural Ice Creams SHOP NO 121 ARABINDA SARANIKOLKATA-700006,Veg,Low,Restaurant: NIC Natural Ice Creams. Area: Hatibagan. Cuisine: ['Ice Cream' 'Desserts']. Budget: Low. Rating: 4.8. Reviews: 500+ ratings. Diet: Veg. Delivery: 37.0 mins. Address: Nic Natural Ice Creams SHOP NO 121 ARABINDA SARANIKOLKATA-700006.
Grameen Kulfi,Kolkata,Hatibagan,4.6,100+ ratings,['Ice Cream' 'Desserts'],₹120 FOR TWO,39.0,True,Nic Natural Ice Creams SHOP NO 121 ARABINDA SARANIKOLKATA-700006,Veg,Low,Restaurant: Grameen Kulfi. Area: Hatibagan. Cuisine: ['Ice Cream' 'Desserts']. Budget: Low. Rating: 4.6. Reviews: 100+ ratings. Diet: Veg. Delivery: 39.0 mins. Address: Nic Natural Ice Creams SHOP NO 121 ARABINDA SARANIKOLKATA-700006.
6 Ballygunge Place Take Away - Maniktala,Kolkata,Machuabazar,4.3,100+ ratings,['Bengali'],₹800 FOR TWO,39.0,False,6/2A Vidyasagar Street Kolkata Near Rajabazar Science College Next to Bose Institute. 700009,Non-Veg,High,Restaurant: 6 Ballygunge Place Take Away - Maniktala. Area: Machuabazar. Cuisine: ['Bengali']. Budget: High. Rating: 4.3. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 39.0 mins. Address: 6/2A Vidyasagar Street Kolkata Near Rajabazar Science College Next to Bose Institute. 700009.
The Biryani Mahal,Kolkata,Taltala,3.2,100+ ratings,['Biryani'],₹250 FOR TWO,39.0,False,54/2 RAFI AHMED KIDWAI ROAD Kolkata - 700016,Non-Veg,Low,Restaurant: The Biryani Mahal. Area: Taltala. Cuisine: ['Biryani']. Budget: Low. Rating: 3.2. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 39.0 mins. Address: 54/2 RAFI AHMED KIDWAI ROAD Kolkata - 700016.
Kathleen,Kolkata,Entally,4.2,500+ ratings,['Desserts'],₹300 FOR TWO,40.0,False,174 AJC BOSE ROADRIPPON STREET KOL.700014,Non-Veg,Medium,Restaurant: Kathleen. Area: Entally. Cuisine: ['Desserts']. Budget: Medium. Rating: 4.2. Reviews: 500+ ratings. Diet: Non-Veg. Delivery: 40.0 mins. Address: 174 AJC BOSE ROADRIPPON STREET KOL.700014.
NEW MADRAS TIFFIN,Kolkata,Shyam Bazar,4.4,100+ ratings,['South Indian' 'Beverages'],₹250 FOR TWO,41.0,False,138 Bidhan Sarani Kolkata,Non-Veg,Low,Restaurant: NEW MADRAS TIFFIN. Area: Shyam Bazar. Cuisine: ['South Indian' 'Beverages']. Budget: Low. Rating: 4.4. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 41.0 mins. Address: 138 Bidhan Sarani Kolkata.
Alishan Biryani,Kolkata,Entally,4,50+ ratings,['Biryani'],₹200 FOR TWO,41.0,False,P119 CIT road kolkata - 700014,Non-Veg,Low,Restaurant: Alishan Biryani. Area: Entally. Cuisine: ['Biryani']. Budget: Low. Rating: 4. Reviews: 50+ ratings. Diet: Non-Veg. Delivery: 41.0 mins. Address: P119 CIT road kolkata - 700014.
Chokherkhida,Kolkata,Entally,4.3,100+ ratings,['Fast Food' 'Chinese'],₹150 FOR TWO,41.0,False,25 B Girish Chandra Bose Road Entally Kolkata,Non-Veg,Low,Restaurant: Chokherkhida. Area: Entally. Cuisine: ['Fast Food' 'Chinese']. Budget: Low. Rating: 4.3. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 41.0 mins. Address: 25 B Girish Chandra Bose Road Entally Kolkata.
New Zoya Biryani,Kolkata,Machuabazar,3.7,100+ ratings,['Mughlai'],₹200 FOR TWO,41.0,False,121/A A.P.C road. Kolkata 700006,Non-Veg,Low,Restaurant: New Zoya Biryani. Area: Machuabazar. Cuisine: ['Mughlai']. Budget: Low. Rating: 3.7. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 41.0 mins. Address: 121/A A.P.C road. Kolkata 700006.
Spicy Alley,Kolkata,Central Kolkata,--,Too Few Ratings,['Chinese' 'Indian'],₹300 FOR TWO,46.0,False,5A Indian Mirror St Taltala Kolkata West Bengal 700013 India,Non-Veg,Medium,Restaurant: Spicy Alley. Area: Central Kolkata. Cuisine: ['Chinese' 'Indian']. Budget: Medium. Rating: --. Reviews: Too Few Ratings. Diet: Non-Veg. Delivery: 46.0 mins. Address: 5A Indian Mirror St Taltala Kolkata West Bengal 700013 India.
EURASIA KITCHEN,Kolkata,Machuabazar,--,Too Few Ratings,['Indian' 'Chinese' 'Continental' 'Seafood'],₹300 FOR TWO,56.0,False,20 Vidyasagar Street Machuabazar Kolkata West Bengal India,Non-Veg,Medium,Restaurant: EURASIA KITCHEN. Area: Machuabazar. Cuisine: ['Indian' 'Chinese' 'Continental' 'Seafood']. Budget: Medium. Rating: --. Reviews: Too Few Ratings. Diet: Non-Veg. Delivery: 56.0 mins. Address: 20 Vidyasagar Street Machuabazar Kolkata West Bengal India.
Petuk Bangali,Kolkata,Machuabazar,4.3,100+ ratings,['Bengali' 'Indian' 'Snacks' 'Fast Food' 'Home Food' 'Desserts' 'Beverages' 'Combo'],₹400 FOR TWO,44.0,False,20 Vidyasagar Street Machuabazar Kolkata West Bengal India,Non-Veg,Medium,Restaurant: Petuk Bangali. Area: Machuabazar. Cuisine: ['Bengali' 'Indian' 'Snacks' 'Fast Food' 'Home Food' 'Desserts' 'Beverages' 'Combo']. Budget: Medium. Rating: 4.3. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 44.0 mins. Address: 20 Vidyasagar Street Machuabazar Kolkata West Bengal India.
AADI BANGALI RESTAURANT,Kolkata,Burrabazar,--,Too Few Ratings,['Bengali' 'Fast Food' 'Combo' 'Thalis'],₹300 FOR TWO,43.0,False,29B BENTINCK STREET WARD 46KOLKATA-700069,Non-Veg,Medium,Restaurant: AADI BANGALI RESTAURANT. Area: Burrabazar. Cuisine: ['Bengali' 'Fast Food' 'Combo' 'Thalis']. Budget: Medium. Rating: --. Reviews: Too Few Ratings. Diet: Non-Veg. Delivery: 43.0 mins. Address: 29B BENTINCK STREET WARD 46KOLKATA-700069.
Satvik,Kolkata,Barabazar Market,--,Too Few Ratings,['Indian'],₹250 FOR TWO,52.0,True,14 amartalla street KOLKATA MUNICIPAL CORPORATION Kolkata (West Bengal) - 700001,Veg,Low,Restaurant: Satvik. Area: Barabazar Market. Cuisine: ['Indian']. Budget: Low. Rating: --. Reviews: Too Few Ratings. Diet: Veg. Delivery: 52.0 mins. Address: 14 amartalla street KOLKATA MUNICIPAL CORPORATION Kolkata (West Bengal) - 700001.
The Chicken House,Kolkata,Burrabazar,4.5,20+ ratings,['Snacks' 'Fast Food'],₹200 FOR TWO,45.0,False,1/4b raja dinendra street700009,Non-Veg,Low,Restaurant: The Chicken House. Area: Burrabazar. Cuisine: ['Snacks' 'Fast Food']. Budget: Low. Rating: 4.5. Reviews: 20+ ratings. Diet: Non-Veg. Delivery: 45.0 mins. Address: 1/4b raja dinendra street700009.
Aalamir,Kolkata,Central Kolkata,--,Too Few Ratings,['Chinese' 'Indian' 'Biryani'],₹200 FOR TWO,48.0,False,184 / 1B Lenin Sarani G/F Ward No. 52 Bro VI 700013,Non-Veg,Low,Restaurant: Aalamir. Area: Central Kolkata. Cuisine: ['Chinese' 'Indian' 'Biryani']. Budget: Low. Rating: --. Reviews: Too Few Ratings. Diet: Non-Veg. Delivery: 48.0 mins. Address: 184 / 1B Lenin Sarani G/F Ward No. 52 Bro VI 700013.
Aalishan Restaurant & Caterer,Kolkata,Central Kolkata,--,Too Few Ratings,['Biryani' 'Indian' 'Desserts'],₹200 FOR TWO,47.0,False,38BENTINCK STREETWARD NO.46 KOLKATA - 700069,Non-Veg,Low,Restaurant: Aalishan Restaurant & Caterer. Area: Central Kolkata. Cuisine: ['Biryani' 'Indian' 'Desserts']. Budget: Low. Rating: --. Reviews: Too Few Ratings. Diet: Non-Veg. Delivery: 47.0 mins. Address: 38BENTINCK STREETWARD NO.46 KOLKATA - 700069.
Amber's Kitchen,Kolkata,Burrabazar,--,Too Few Ratings,['North Indian' 'Biryani'],₹250 FOR TWO,41.0,False,125 Tarak Pramanick Rd Simla Machuabazar Kolkata West Bengal 700006 India,Non-Veg,Low,Restaurant: Amber's Kitchen. Area: Burrabazar. Cuisine: ['North Indian' 'Biryani']. Budget: Low. Rating: --. Reviews: Too Few Ratings. Diet: Non-Veg. Delivery: 41.0 mins. Address: 125 Tarak Pramanick Rd Simla Machuabazar Kolkata West Bengal 700006 India.
Lazeez  Fast  food  Centre,Kolkata,Raja Bazar,--,Too Few Ratings,['Fast Food' 'Chinese'],₹200 FOR TWO,45.0,False,1/A Opposite Maulali Mazar Convent Road Park Circus Area Kolkata,Non-Veg,Low,Restaurant: Lazeez  Fast  food  Centre. Area: Raja Bazar. Cuisine: ['Fast Food' 'Chinese']. Budget: Low. Rating: --. Reviews: Too Few Ratings. Diet: Non-Veg. Delivery: 45.0 mins. Address: 1/A Opposite Maulali Mazar Convent Road Park Circus Area Kolkata.
Bhojohori Manna,Kolkata,Bentinck St.,4.1,100+ ratings,['Bengali'],₹900 FOR TWO,42.0,False,11A Esplanade East Esplanade Kolkata,Non-Veg,High,Restaurant: Bhojohori Manna. Area: Bentinck St.. Cuisine: ['Bengali']. Budget: High. Rating: 4.1. Reviews: 100+ ratings. Diet: Non-Veg. Delivery: 42.0 mins. Address: 11A Esplanade East Esplanade Kolkata.
